EntrezGene ID	Agilent SurePrint G3 GE 8x60k probe
102466906	
780854	A_33_P3226542
780854	A_33_P3252333
100422868	
100302220	
100500910	
101928388	
407013	
101059938	
101059953	
102465839	
100422829	
100033451	
100616468	
100616481	
102466222	A_32_P430359
100505681	
100616116	
100500854	
101929439	
100847023	
102466759	
102466193	
79573	
79573	A_23_P103864
406991	
102465802	
100302158	
102466754	
100616479	
100033802	
9302	
406913	
3337	A_23_P90062
3337	
100616438	
406892	
100616465	
767598	
494332	
26585	
123745	A_33_P3275600
123745	
220963	A_23_P115726
220963	
643853	A_33_P3405763
100422895	
253260	A_32_P193322
253260	
100422881	
126123	
100616151	
102465530	
100616170	
654319	
102465483	A_23_P208358
100847069	
102465515	
677681	
100124541	A_23_P159907
100124541	A_33_P3564409
26813	
407035	
319103	A_33_P3843358
253175	A_32_P401091
728577	A_33_P3281667
728577	A_23_P9135
728577	A_33_P3422728
728577	
728577	A_33_P3253365
728577	A_33_P3321382
728577	A_33_P3321372
728577	A_23_P20532
100289279	A_33_P3281667
100289279	A_23_P9135
100289279	A_33_P3422728
100289279	
100289279	A_33_P3253365
100289279	A_33_P3321382
100289279	A_33_P3321372
100289279	A_23_P20532
26772	A_24_P91140
84929	A_33_P3237552
84929	A_23_P112187
84929	
23406	A_24_P416131
23406	
102466735	
100302165	
100033812	
100500893	
406933	
100616410	
100033446	
100616346	
100616493	
100616239	
100302128	
100302164	
767588	A_19_P00318946
100422963	
100616294	
399474	A_32_P77098
7357	A_23_P313389
7357	
6835	A_23_P146479
102466911	A_24_P416289
478	A_33_P3283669
478	
100169764	
100847066	
1139	A_33_P3719083
1139	A_32_P35969
1139	A_33_P3313519
102465522	A_23_P365189
55667	A_33_P3293668
55667	A_23_P157726
55667	A_24_P93633
55667	
55667	A_19_P00317803
101927931	
406954	
768217	
100616193	
100616459	
100422826	
574488	
27335	
102465871	
407022	
100616308	
100500871	
100616368	
100616451	
692213	
406992	
8555	A_33_P3231557
8555	A_23_P216679
8555	
10273	A_23_P37870
10273	
494551	A_33_P3252804
494551	
1656	A_24_P215407
1656	
100422907	
102466875	
100500906	
100616131	
693197	A_19_P00809313
100616433	
767600	
728039	A_33_P3676515
102465874	A_33_P3322909
100033458	
154	A_23_P145024
100302256	
102465247	
100616147	
100423028	
102465505	
100422858	
100423036	
100616291	
100847060	
100616312	
6635	
6635	A_33_P3244424
23409	
23409	A_23_P99226
84935	A_23_P99515
84935	
100126297	
653784	
653784	A_33_P3359856
653784	A_23_P165676
692233	A_24_P904903
100847039	
574493	
100500817	
100847071	
100423041	
57658	A_23_P98995
57658	
100500819	
100302146	
100033439	
83707	A_23_P98248
83707	
406895	
102465869	
100616285	
102466736	
693211	
100033810	
100302184	
100874528	
100616158	
100616478	
100616322	
100500810	A_23_P201086
100313887	
693210	
574501	
100616488	
22888	A_24_P79241
22888	
79811	A_23_P26094
79811	
79811	A_33_P3287892
677841	A_33_P3222367
102465836	
100616384	
728062	A_32_P207124
728062	A_24_P332857
102464825	
100616232	
83548	
83548	A_24_P296070
406997	
100302286	
84246	
102465683	
102465801	A_23_P65427
100616364	
102465535	
100422848	
102466873	
554212	
54964	A_24_P234116
54964	A_33_P3381454
54964	
407029	
767585	A_19_P00318946
100616302	
56137	A_33_P3329274
56137	A_24_P360206
100422923	
574411	
100616273	
100423001	
100616379	
56156	A_23_P73637
102466104	
100422925	
407047	
407028	
100616314	
693129	
100500856	
100422996	
102465689	
103504740	
100616401	
100847036	
102465520	
693186	
2965	A_23_P36183
2965	
100302275	
387715	A_33_P3217639
100847087	
26821	A_33_P3280916
26821	A_33_P3327519
148	A_23_P8938
148	A_33_P3332248
148	A_33_P3377194
148	
677847	A_33_P3227217
102465493	
100847002	
100616489	
89839	
693174	
26801	A_33_P3353051
255631	A_23_P74701
255631	
102465427	
102466189	
285237	A_23_P32785
285237	
693135	
81168	A_33_P3344414
9883	A_33_P3412233
9883	A_23_P215435
9883	A_24_P349002
574511	
406903	
100506127	A_19_P00321310
100506127	
100506127	A_33_P3341985
100422825	
100422827	
100169765	
4670	A_33_P3242919
4670	
100500847	
100616233	
574470	
693207	
100302161	
100422901	
84678	A_33_P3529860
84678	A_33_P3529859
84678	
100302123	
100422832	
100422899	
93166	A_32_P222684
93166	
102466732	
100616456	
100616248	
767591	
102465250	
693180	
100033815	
677780	
677809	A_32_P38467
26829	
100616416	
8459	A_23_P132226
8459	
9253	
9253	A_33_P3327300
9253	A_33_P3225091
693196	
100033428	A_33_P3280157
100033416	
100847012	
100422985	
26835	
100500876	
100422843	
102465840	
574510	
100302229	
582	A_24_P184305
582	A_33_P3316480
582	
100423026	
693158	
100616423	
100847076	
102466889	
3116	
102465462	
100302114	
314	A_23_P4133
100500851	
100616244	
102466616	
406919	
50832	A_23_P20101
102465752	
102465524	
100616474	
102723897	A_33_P3365932
102723897	A_23_P11744
100616476	
100422960	
100847068	
132864	
132864	A_32_P225355
100847046	
100422861	
406960	
100616482	
105372894	
100126304	
407006	A_19_P00331784
407006	A_19_P00804859
2353	A_23_P106194
2353	
574459	
100422873	
767608	
102465441	
100422954	
100188847	A_23_P77502
102466865	
100616484	
406952	
100616428	
574516	
100422936	
100616243	
728137	A_33_P3322259
728137	
100302144	
100616432	
101954273	
100169766	
100422854	
100616342	
102465837	
100126349	
102464832	
100422862	
11076	A_33_P3371999
101954271	
102465517	
554214	
100422908	
154288	A_33_P3367636
26870	A_33_P3267263
100847029	
100500881	
100616303	
100616277	
79839	
79839	A_33_P3347343
79839	A_23_P44466
102464827	
100506581	A_23_P89030
100506581	A_33_P3309201
100506581	A_19_P00322425
100506581	
101340252	
253017	
253017	A_33_P3345831
102466912	
100302124	
100033426	A_33_P3280157
5877	A_24_P336718
100500882	
100847031	
554210	
100422990	
768222	
102466253	
7919	
677768	A_33_P3338360
677768	A_32_P82475
767564	
100616256	A_23_P9582
1139	
100169760	
54766	
406949	
100422951	
100302134	
26777	A_19_P00318304
26777	A_19_P00322220
26777	A_19_P00317793
26777	A_19_P00322967
26777	A_19_P00315716
100616196	
100616311	
100500879	
102466202	
2880	
100302138	
693153	
100302153	
100500834	
102465139	
103504739	
406969	
677796	
100616195	
100124535	
100422836	
100500897	
9300	
100422834	
100379132	A_23_P217666
100379132	A_32_P184367
100422849	
105372897	
100302205	
100616393	
102466743	A_23_P428248
692072	
100302236	
100616429	
100422846	
100500890	
100033438	
100126339	
100500812	
100302127	
51764	A_23_P54736
100302288	
100500872	
171024	A_33_P3390868
171024	A_32_P440667
171024	
100616215	
677798	
5865	A_23_P388168
693199	
100422974	
100500843	
100616143	A_33_P3328360
100616143	A_19_P00811954
2843	
692073	
102466194	
574448	
100616310	
26805	
100422982	
693157	
407049	
692076	
84938	A_33_P3303146
84938	A_33_P3396807
84938	A_24_P182539
84938	
102465440	
574414	A_33_P3210146
100313780	
100500866	
574512	
100616268	
100616245	
100846998	
100422857	
100616211	A_23_P48717
102466757	
692214	
100132677	
406946	
102466877	A_33_P3222529
152002	A_23_P345710
152002	A_33_P3221438
152002	
100302116	
100500908	
26863	A_33_P3267263
407053	
102466746	A_33_P3372566
100033423	
693159	
102465526	
100423035	
100847022	
100313778	
724029	
100500900	
100033811	
6319	
100616175	
201176	
338427	A_24_P921610
100500914	
100847008	
100500850	
724032	
9731	
9731	A_33_P3405754
102465485	
100500823	
100169759	
100302156	A_33_P3366780
692223	
100616123	
100616224	
100422911	
100287722	
102465138	
102724023	A_23_P109333
102724023	
102724023	A_33_P3285260
100288966	A_23_P420348
100288966	
100616169	
55704	A_24_P20120
55704	
100302132	A_24_P418408
6158	A_23_P208358
6158	A_33_P3299314
6158	A_33_P3299309
6158	A_33_P3299319
26517	A_33_P3413845
26517	A_23_P67725
26517	
23351	
595099	
440419	
440419	A_24_P838947
102465474	
100847059	
26828	
100033808	
4849	A_33_P3287685
4849	A_33_P3271171
100847081	
285267	
285267	A_23_P405216
693133	
100500883	
100500919	
693138	
693170	
100616204	
100422972	
100500904	A_23_P77135
100616284	
285242	A_24_P32139
285242	
101928200	
692229	A_23_P16096
101954272	
100302743	
100302276	
767562	
693123	
83592	A_33_P3480561
83592	
100302211	
100302228	
84812	A_23_P385105
84812	A_33_P3335825
84812	
4600	A_23_P6263
4600	
4600	A_33_P3278200
6023	A_33_P3401284
100302141	
693208	
100302135	
100313843	
654321	A_23_P5551
442911	
406956	
100422914	
10043	
10043	A_33_P3751889
406976	
54665	A_33_P3888365
54665	
100422950	
54467	
54467	A_23_P355623
100126296	
9824	
100616485	
254173	A_24_P165545
254173	
684959	
100313837	
9476	A_32_P107029
9476	
574467	
100033450	
693221	A_33_P3412945
245913	A_33_P3272274
245913	A_33_P3343402
100302167	
343	A_23_P26522
724024	
102465870	
100422939	
574443	
100302121	
9515	A_23_P418785
9515	A_33_P3402694
9515	A_32_P95462
102466252	
100302219	
100616324	
102466739	
767596	
64601	
7473	
100422978	
102465995	
102465872	
26790	
102465531	
768213	
102465428	
767561	
100302280	
100616434	
100126350	
100847067	
100169762	
100423038	
54014	A_23_P211136
54014	A_24_P190541
54014	A_33_P3395713
54014	A_24_P231025
54014	
54014	A_24_P861009
9355	A_23_P32165
9355	
100616109	
677811	A_33_P3709317
642402	A_32_P231086
642402	A_33_P3307068
642402	A_33_P3243878
642402	A_23_P358195
642402	A_33_P3239101
100422953	
100616356	
100302155	
2116	A_33_P3343106
2116	A_33_P3370848
406882	
102465877	
102465862	
3996	A_33_P3372094
3996	
100126308	
102465475	A_23_P394043
1837	
1837	A_33_P3371785
102466724	
693198	
100033424	
100847051	
26789	
102465803	
406988	A_33_P3229107
767582	
407056	
100616409	
100847017	
80204	A_23_P356101
80204	A_24_P357536
80204	
80204	A_33_P3273822
100302122	
100616455	
6432	A_33_P3305840
6432	A_24_P222911
6432	
442899	
100616365	
102466814	
100616127	
102465909	A_33_P3365932
100616212	
100500827	
100847003	
9783	A_33_P3235546
9783	A_23_P319583
100302257	
100033434	
100423012	
102466750	
406958	
542767	A_33_P3531204
26792	
80067	
80067	A_33_P3349546
693202	
9755	A_23_P130169
9755	
100616475	
25859	A_33_P3215744
25859	A_33_P3423215
100500826	
102465800	
693231	
100500831	
102465486	
100033809	
26810	
2139	A_23_P319859
2139	
100616209	
7082	
100616266	
100847056	
8944	A_32_P208178
85389	A_33_P3346688
85389	A_33_P3390758
85389	A_33_P3323463
100422988	
26773	
100616202	
102466967	
406884	A_33_P3328360
406884	A_19_P00811954
103504731	
100847048	
102464829	
692215	
693165	
3820	A_23_P99275
715	A_33_P3393821
715	A_23_P125423
715	
100616328	
26871	A_33_P3267263
102465842	
406910	
100616370	
7711	
7711	A_24_P301629
100616494	
100169761	
406947	A_32_P108156
100500825	
724026	
103504735	
100422847	
100422945	
100616278	
100113380	
406977	
345643	A_33_P3304427
345643	
677845	
693160	
100847047	
26099	A_24_P405054
26099	A_23_P115105
26099	
100616301	
554213	
26808	
100616259	
51621	
100302234	
84798	A_33_P3288754
84798	
100616138	
5187	A_23_P89589
5187	
170959	A_24_P177568
170959	
389898	A_23_P350234
391003	A_33_P3313755
391003	A_33_P3227876
391003	A_33_P3232778
767578	
407014	A_23_P93690
4050	
6066	A_33_P3279708
693161	
102466815	
9304	A_24_P785293
102724828	A_23_P105044
102465834	
595098	
1102	A_23_P14105
1102	
554223	
100847070	
101340250	A_23_P159907
101340250	A_33_P3564409
102723373	
100302259	
407977	A_33_P3406623
100616360	
574506	
100616114	
693163	
26817	A_23_P90143
677840	
100422856	
102465458	
57335	
57335	A_23_P89327
57335	A_33_P3259148
57335	A_33_P3266958
102465456	
100302130	
100616361	
100169754	
1748	A_23_P164196
1748	
102465864	
100847020	
100616313	A_23_P325080
102466751	A_33_P3365932
100616354	
100302233	
100422992	
693234	
102465477	
100302139	
26796	
23559	A_23_P252808
100422841	
100422997	
100422986	
101954278	
693146	
100302217	
6668	A_23_P381449
6668	A_33_P3421703
100126354	
102465975	
574513	
51527	A_23_P205336
51527	
94161	
574504	
26818	A_23_P90143
80217	A_23_P333038
80217	
80217	A_23_P63725
80217	A_23_P350678
100500896	
116535	A_33_P3251984
116535	A_23_P432573
116535	
55603	
55603	A_33_P3410599
100616258	
693139	
100616483	A_23_P119337
26780	
102466196	
100847077	
6082	
1448	
677832	A_33_P3420496
2917	
2917	A_23_P22364
2917	A_32_P165974
100616329	A_23_P87827
693201	
85391	A_24_P177553
768215	
1394	
102465436	
100033430	A_33_P3417358
100033430	A_33_P3280157
100302209	
442910	
442918	
8897	A_33_P3235335
8897	
8897	A_33_P3235330
102465503	A_33_P3412722
5136	A_24_P208436
5136	
407020	
692063	
102465478	
2720	A_23_P61531
2720	A_33_P3209703
2720	
100616205	
574484	
100616449	A_33_P3407434
406935	
116937	
56145	A_33_P3332521
56145	A_24_P360206
100033445	
100500869	
102465866	
574472	
5167	
5167	A_23_P156880
5167	A_32_P192376
406939	
143279	
143279	A_33_P3221341
143279	A_33_P3221343
143279	A_32_P201979
100423018	
102465873	
100616129	
406995	
122664	
122664	A_23_P117464
406929	
100616388	
100313835	
5393	A_23_P81121
5393	
102465879	
574503	
101927318	A_33_P3209696
101927318	
100616281	A_33_P3297618
100033805	
102724770	
100500894	
100423008	
693190	
1363	
1363	A_23_P259442
102465907	
724025	
100616414	A_23_P251680
374768	
102723362	
140612	A_24_P151106
140612	
102465863	
100616336	
406971	
100616400	A_24_P664995
100126313	
100847052	
100302115	
9299	
89882	A_33_P3284212
89882	A_23_P20544
89882	A_24_P309216
406920	
406896	
100616250	
100302239	
100616437	
100302169	
100616448	
677781	A_19_P00315843
677781	A_33_P3286621
677781	A_19_P00322797
100126331	
100616375	
100033415	
574480	
767605	
151011	A_23_P43175
151011	A_33_P3333985
151011	
693142	
100616207	
406959	
100616440	
102466659	
574442	
100422737	A_19_P00321391
100422737	A_19_P00321390
100422737	A_19_P00801960
100422737	A_19_P00315725
100422737	A_19_P00319959
100422737	
100422737	A_19_P00321631
100422737	A_33_P3275973
100422737	A_19_P00316479
100422737	A_19_P00316480
102466742	
100616249	
54873	A_23_P23669
54873	
102467004	
102464835	
677800	A_33_P3671291
100616477	
768220	A_23_P426809
619571	A_23_P41716
102465469	
100422909	
102466982	
100422962	
100422831	
102466753	
407037	
693203	
729587	A_33_P3403733
729587	A_33_P3348794
100847027	
91851	A_24_P168925
91851	A_23_P159893
100500917	
677816	
100500808	
100616332	
100379141	
100302113	
23512	A_23_P100883
23512	
100847082	
100422942	
55643	A_33_P3303066
55643	
692058	
102465833	
406968	
100616325	
81876	A_33_P3329607
693128	
26834	
100616386	
100500857	
100422877	
100422987	
100422903	
574487	
692093	
29889	
56123	A_23_P144627
100616391	
56244	
101928600	A_19_P00812904
101928600	A_19_P00807311
574457	
100616179	
3687	
3687	A_23_P312132
3687	A_33_P3213169
115653	
693131	
100500895	
100616124	
4952	
4952	A_23_P32903
693219	
100033806	
54875	
54875	A_33_P3296240
54875	A_23_P157963
54875	A_33_P3367251
54875	A_33_P3367247
100423005	
574486	
338433	
692202	
102465460	A_23_P26557
574485	
100616299	
102466953	
102465976	
55650	
55650	A_23_P46378
8195	A_33_P3388135
8195	A_23_P79962
9397	
9397	A_33_P3272563
100847043	
81609	A_24_P233960
81609	
57415	
57415	A_23_P29655
102466872	
100616486	
724023	
102465481	
100847041	
100616343	
27111	A_23_P131899
27111	
128367	A_33_P3313250
100302281	
391190	A_33_P3370001
391190	A_33_P3369975
102465489	
100500816	
127077	A_33_P3230886
102465455	
100616340	
406937	
256892	A_33_P3424507
100847016	
10936	A_23_P68234
100616222	
100126324	
85390	A_24_P177553
85390	A_33_P3390758
85390	A_33_P3323463
100422934	A_23_P81859
119695	A_33_P3383246
100302185	
3802	
79324	A_23_P105118
767567	
407030	
3122	
100847053	
390093	A_33_P3418527
23310	
23310	A_32_P71447
100847089	
5019	A_32_P63848
5019	
119764	A_24_P349274
102465504	A_33_P3224423
100847092	
102466755	
219428	A_33_P3210637
100423023	
390142	A_33_P3363949
220002	A_23_P342131
220002	
406898	
100846992	
219437	A_33_P3380702
1071	
574479	
729528	A_33_P3380032
729528	A_33_P3418987
729528	
100302119	
100302125	
219479	A_33_P3348594
100616146	
219493	A_33_P3389713
101954266	
134353	A_23_P368195
285989	A_33_P3311770
285989	A_33_P3261927
285989	A_33_P3311775
285989	
101928886	
219952	A_33_P3241090
4939	A_33_P3225512
4939	A_23_P204087
4939	A_33_P3225522
4939	
138715	A_33_P3424187
5195	
5195	A_23_P160787
6865	A_23_P24135
100033456	
100500909	
283162	A_33_P3253583
102465880	
11007	A_23_P150249
100423021	
442194	A_24_P60680
406911	
442909	
347169	A_33_P3270252
102465527	
677802	
100033422	
85302	A_33_P3324065
85302	A_24_P87458
100500846	
102465695	
406922	
828	A_24_P313993
56667	A_23_P155236
56667	
100616334	
442895	
26281	A_23_P395404
26281	A_33_P3400248
100616292	A_24_P924202
100847000	
693184	
953	
26822	
100033417	
664613	
100126309	
102465688	
102465442	A_33_P3327058
100505591	
101928947	
3431	A_23_P120002
3785	
101060321	A_33_P3275687
5819	A_23_P352870
5819	A_23_P208293
100169751	
909	A_23_P402670
23081	
105377494	
574509	
8569	A_23_P200126
8569	
55684	A_33_P3821660
102465684	
677813	
100422955	
100313840	
100302218	
100616130	
171389	A_23_P311632
171389	
100616227	
445	A_23_P31921
445	A_33_P3234580
445	
100616387	A_23_P15511
28976	
28976	A_23_P132405
100151683	A_33_P3839897
100422970	
102465867	
54762	
54762	A_23_P253012
8644	A_23_P138541
406974	
102466744	
407033	
102466749	
113220	
9837	A_33_P3340025
9837	
100616381	
374387	A_32_P189790
51643	A_33_P3223544
727676	
100616458	
388327	A_32_P150391
402160	A_19_P00802931
402160	A_33_P3292230
26781	A_23_P137103
100847072	
693152	
100847014	
63915	A_33_P3309271
693168	
6079	A_33_P3578325
54494	A_24_P210082
677792	
400121	A_33_P3652730
102467074	
3710	A_23_P19517
100616367	
105379478	
100169763	
102465507	
105373383	
100616422	
693209	
9210	A_23_P11103
56241	A_33_P3394793
56241	A_23_P314101
146894	A_23_P38304
146894	A_24_P305050
146894	
407001	
406909	
619563	
25826	
4319	A_23_P13094
4319	
100616307	
285577	A_33_P3821313
102466656	
100847078	
767565	
693218	
102465514	
102466227	
100874185	
10801	
100616187	
100124537	
100302268	
100422859	
100302152	
5396	
5396	A_33_P3263890
574466	
574468	
101954275	
100616369	
27430	A_23_P81408
27430	A_33_P3246543
693171	
693185	
1196	A_24_P67027
1196	
101410543	
102465516	
100616112	
24150	A_24_P227971
24150	A_33_P3286846
24150	
653550	A_24_P227971
653550	A_33_P3286846
653550	
729264	A_24_P227971
729264	A_33_P3286846
729264	
729355	A_24_P227971
729355	A_33_P3286846
729355	
102723655	A_24_P227971
102723655	A_33_P3286846
102723655	
102723713	A_24_P227971
102723713	A_33_P3286846
102723713	
102724101	A_24_P227971
102724101	A_33_P3286846
102724101	
102724127	A_24_P227971
102724127	A_33_P3286846
102724127	
166012	A_23_P80473
166012	A_33_P3345186
100302254	
8293	A_24_P935881
8293	A_24_P346126
100847006	
114822	A_33_P3387616
114822	
767595	
26767	A_33_P3399534
100302183	A_23_P370479
100616408	
693147	
3934	A_23_P169437
3934	
245915	A_33_P3412678
100302140	
100500868	
100500903	
693149	
79786	A_33_P3302393
79786	A_33_P3362781
79786	
26800	
56140	A_33_P3250695
56140	A_24_P360206
102465666	
158427	A_24_P60972
158427	A_24_P295330
158427	A_33_P3349576
80036	A_24_P392632
80036	A_23_P136310
80036	A_23_P114061
4661	A_33_P3312676
4661	A_23_P210835
4661	
166815	A_33_P3355762
166815	A_32_P20523
146852	A_23_P421526
102466515	
692148	A_33_P3363120
100616337	
6992	A_33_P3474328
406907	
386618	A_23_P48327
100422852	
100616269	
515	
515	A_23_P46275
101927884	
100033460	
10199	A_23_P5586
10199	
91316	
91316	A_24_P181998
91316	A_19_P00812151
91316	A_33_P3374559
259294	A_23_P340308
619568	
102466748	
100313781	
11072	
6834	A_33_P3292560
6834	A_24_P453544
6834	
100616267	
100616472	
102725121	
53940	A_23_P148410
10190	A_23_P154330
10190	
692225	A_33_P3290949
100302143	A_33_P3227217
145438	A_33_P3296772
641649	A_33_P3363620
641649	
693206	
50840	A_23_P105495
102724357	
26815	
144125	A_33_P3266078
3808	
767563	A_19_P00319440
767563	A_19_P00319439
629	
102465978	
100423011	
100033413	
148534	A_23_P314805
148534	A_32_P19539
148534	
100616167	A_23_P140738
